country,iso3,year,region,gdppc,pm25_concentration,population,co2_emissions_pc,healthcare_expenditure,life_expectancy,urbanisation_rate
Portugal,PRT,2014,Europe,22103.7009703321,7.29,10406202,4.607091,9.34,80.9,62.936
Qatar,QAT,2014,Asia,93126.1494633822,14.48,2218377,41.10104,2.42293572,76.57,98.868
Republic of Congo,COG,2014,Africa,3623.82705652473,26.94,4975887,1.09952,1.97311735,61.64,65.085
Romania,ROU,2014,Europe,10031.3421526698,14.0,19968180,3.960933,5.03,74.86,53.9
Russia,RUS,2014,Europe,14055.47265625,12.39,144925638,11.315866,5.18,70.69,73.95
Rwanda,RWA,2014,Africa,724.721973748255,19.52,11364758,0.07301555,6.98844194,66.67,16.967
Saint Lucia,LCA,2014,North America,10006.551252747,0.77,174145,2.7772717,4.62420511,76.28,18.482
Saint Vincent and the Grenadines,VCT,2014,North America,7210.60311284047,0.6,107555,2.350574,4.17631912,72.74,50.558
Samoa,WSM,2014,Oceania,3948.72802229336,0.2,200051,1.0073432,6.25431204,70.13,19.149
Sao Tome and Principe,STP,2014,Africa,1484.17010509944,10.31,196780,0.6516923,6.73101807,70.26,69.213
Saudi Arabia,SAU,2014,Asia,23862.7986941075,9.04,28998127,20.193293,5.15801096,77.22,82.96
Senegal,SEN,2014,Africa,1417.094987474,2.88,14152101,0.616471,4.38962269,66.98,45.436
Serbia,SRB,2014,Europe,6600.05621129155,13.69,7227203,5.148325,9.24598789,75.32,55.583
Seychelles,SYC,2014,Africa,15188.1902175113,0.57,104663,4.3759494,4.59131193,73.24,54.969
Sierra Leone,SLE,2014,Africa,702.338587730146,4.6,6876384,0.16411416,19.69004631,55.84,40.432
Singapore,SGP,2014,Asia,57564.8023114977,12.98,5457899,8.721305,3.87155652,82.6,100.0
Slovakia,SVK,2014,Europe,18719.9881409371,16.94,5415237,6.224691,6.88,76.83,54.0
Slovenia,SVN,2014,Europe,24247.1733184083,14.91,2058396,6.5882893,8.5,80.79,53.557
Solomon Islands,SLB,2014,Oceania,2235.7337028278,0.27,616915,0.5345307,4.88791895,64.96,21.896
South Africa,ZAF,2014,Africa,6965.1378973693,17.46,55594838,8.489366,7.87136555,62.78,64.312
South Korea,KOR,2014,Asia,29252.9312377352,24.87,50539055,12.453072,6.40432453,82.16,81.707
Spain,ESP,2014,Europe,29513.6511800405,7.67,46720186,5.4405007,9.08488464,82.58,79.366
Sri Lanka,LKA,2014,Asia,3885.62361617465,7.12,21547455,0.8084487,3.47,76.18,18.218
Sudan,SDN,2014,Africa,1338.17309570313,4.83,38823324,0.33729354,5.67619705,68.09,33.689
Suriname,SUR,2014,South America,9199.17789329145,0.82,575382,5.5626698,4.52127838,73.05,66.089
Swaziland,SWZ,2014,Africa,3928.5227551684,14.28,1136305,0.67714214,7.25596571,50.93,23.149
Sweden,SWE,2014,Europe,60020.3604576572,11.06,9696437,4.4833674,10.95,81.93,86.247
Switzerland,CHE,2014,Europe,88724.9909402638,17.88,8190238,4.7887564,10.42800808,82.85,73.696
Tajikistan,TJK,2014,Asia,1094.43005016466,25.92,8425558,0.5459724,6.67,72.02,26.655
Tanzania,TZA,2014,Africa,1013.42877197266,10.07,50351505,0.22016703,4.01492071,64.69,30.904
Thailand,THA,2014,Asia,5822.37778295314,32.51,70216362,3.880686,3.68448091,76.76,46.943
Afghanistan,AFG,2015,Asia,566.881129708434,15.23,33831765,0.28583142,10.10534763,60.33,24.803
Albania,ALB,2015,Europe,3952.80357364813,11.8,2898634,1.625643,6.46411896,77.77,57.434
Algeria,DZA,2015,Africa,4741.49977033558,8.62,40019528,4.0002337,6.96321011,76.07,70.848
Angola,AGO,2015,Africa,3217.33924005417,17.97,28157801,0.9768856,2.60579467,61.59,63.446
Antigua and Barbuda,ATG,2015,North America,15985.5411386971,0.55,89422,6.514907,5.27965546,75.62,25.0
Argentina,ARG,2015,South America,13789.060424772,8.5,43477009,4.4102354,10.22933674,76.53,91.503
Armenia,ARM,2015,Asia,3666.14182210905,18.15,2921179,1.8722998,10.12,74.28,63.085
Australia,AUS,2015,Oceania,56758.8692027821,3.03,23947998,16.765352,10.18225861,82.29,85.701
Austria,AUT,2015,Europe,44195.8175947748,14.08,8644037,7.676675,10.37,80.99,57.715
Azerbaijan,AZE,2015,Asia,5500.50364628486,20.12,9752859,3.556183,4.34,73.63,54.714
Bahamas,BHS,2015,North America,29722.4068429349,1.38,385355,5.7809343,5.16048241,72.92,82.746
Bahrain,BHR,2015,Asia,22850.6653959938,17.5,1369656,23.699127,4.97671938,75.75,88.999
Bangladesh,BGD,2015,Asia,1236.4354555046,60.27,159383180,0.48279482,2.27217698,73.19,34.308
Barbados,BRB,2015,North America,17040.4176091311,0.69,278997,4.901931,6.83201313,76.29,31.249
Belarus,BLR,2015,Europe,5967.06856034227,15.75,9487288,6.1976523,6.07,73.74,77.181
Belgium,BEL,2015,Europe,41008.296719472,13.51,11275332,8.981999,10.79745102,80.71,97.876
Belize,BLZ,2015,North America,6098.60007958976,2.19,356340,1.7994051,4.65365601,74.31,45.406
Benin,BEN,2015,Africa,1041.65252312918,13.21,11360681,0.4693856,2.72813416,62.63,45.695
Bhutan,BTN,2015,Asia,2899.22829354394,23.92,740624,2.005328,3.75701189,73.07,38.678
Bolivia,BOL,2015,South America,2975.64881143063,7.59,11014707,1.8054521,6.55064964,71.95,68.393
Bosnia and Herzegovina,BIH,2015,Europe,4654.60862038896,13.4,3518541,5.2466326,9.24,77.0,47.173
Botswana,BWA,2015,Africa,5869.73757890628,20.32,2203276,2.4588568,6.10287762,62.05,67.155
Brazil,BRA,2015,South America,8783.2154236384,9.6,201675534,2.6247756,8.90929985,74.71,85.77
Brunei Darussalam,BRN,2015,Asia,30681.4339698653,9.71,422224,16.420881,2.38708901,76.56,76.663
Bulgaria,BGR,2015,Europe,7078.86032298969,12.43,7177516,6.71595,7.39,74.56,73.99
Burkina Faso,BFA,2015,Africa,632.12668582235,6.16,18777488,0.19937555,5.13192415,60.94,27.53
Burundi,BDI,2015,Africa,289.359627206129,19.86,11047580,0.032170665,6.29022646,62.71,12.078
Cambodia,KHM,2015,Asia,1170.74281578643,17.49,15623253,0.5241824,6.19431591,68.67,22.188
Cameroon,CMR,2015,Africa,1399.67533596114,13.66,22763419,0.43274093,3.59505081,58.98,54.578
Canada,CAN,2015,North America,43594.1941045394,7.4,35962236,15.728835,10.73869705,81.65,81.259
Cape Verde,CPV,2015,Africa,3169.07890082563,1.68,512405,0.9581796,4.82334185,74.83,64.3
Central African Republic,CAF,2015,Africa,351.879754769554,15.9,4629323,0.038782343,5.03434181,50.97,40.277
Chad,TCD,2015,Africa,774.411603124119,5.98,14647625,0.16055149,4.52395248,57.85,22.515
Chile,CHL,2015,South America,13567.3572174332,15.42,18047628,4.531463,8.3513937,80.13,87.36
China,CHN,2015,Asia,8016.44559489998,43.75,1396134164,7.0648346,4.93827963,76.51,55.5
Colombia,COL,2015,South America,6228.65162110371,7.12,46969937,2.0877974,7.52338552,77.34,79.764
Comoros,COM,2015,Africa,1322.93677605288,2.2,726685,0.24706165,4.60089922,67.43,28.47
Costa Rica,CRI,2015,North America,11529.9551730192,3.28,4818044,1.5371426,7.59196234,80.57,76.862
Cote d'Ivoire,CIV,2015,Africa,1941.58189765549,12.2,25246346,0.3784605,3.2198832,60.93,49.444
Croatia,HRV,2015,Europe,12135.1036186683,15.0,4183732,4.255293,6.69,77.61,56.155
Cuba,CUB,2015,North America,7683.74025365669,2.91,11275068,2.5801463,12.81401348,77.93,76.896
Cyprus,CYP,2015,Asia,23487.21875,12.42,1219504,5.7177787,6.79,81.8,66.946
Czech Republic,CZE,2015,Europe,17829.6983223668,19.12,10524419,9.976885,7.36897945,78.48,73.477
Dem. Rep. Congo,COD,2015,Africa,482.064568638238,27.65,81035535,0.04040672,3.74785447,59.96,42.74
Denmark,DNK,2015,Europe,53254.8563700916,8.79,5683698,6.175978,10.34,80.59,87.526
Djibouti,DJI,2015,Africa,2409.31190224284,8.76,1020315,0.4948678,3.3475771,63.88,77.417
Dominican Republic,DOM,2015,North America,6838.93674590634,2.85,10434826,2.2515552,4.72216797,73.29,78.566
Ecuador,ECU,2015,South America,6002.1083111024,7.4,16266228,2.5375113,7.60513353,77.15,63.398
Egypt,EGY,2015,Africa,3370.38244716015,10.88,99597333,2.253873,5.06153202,70.06,42.785
El Salvador,SLV,2015,North America,3761.51368000275,7.76,6183674,1.0782864,8.75833225,72.73,69.7
Equatorial Guinea,GNQ,2015,Africa,9788.98380369718,13.8,1453926,4.8375826,2.34058356,61.13,70.616
Estonia,EST,2015,Europe,17402.0376128079,6.26,1314581,12.003538,6.64135027,77.63,68.416
Ethiopia,ETH,2015,Africa,630.312619383054,17.26,103867140,0.12226406,3.82316828,67.1,19.428
Fiji,FJI,2015,Oceania,5105.18959221062,0.2,918583,1.352187,3.32468939,67.8,54.726
Finland,FIN,2015,Europe,42801.9081167285,5.33,5479718,8.064649,9.65,81.2,85.225
France,FRA,2015,Europe,36652.9223052178,10.7,64916336,5.106422,11.44817352,81.91,79.655
Gabon,GAB,2015,Africa,7090.45463394942,18.0,2040990,3.1727533,2.65743947,64.0,88.118
Gambia,GMB,2015,Africa,611.67121911225,4.93,2224532,0.26188698,3.1761291,63.8,59.228
Georgia,GEO,2015,Asia,4086.6223465965,14.78,3791571,2.573125,7.42,72.85,57.448
Germany,DEU,2015,Europe,41103.2564363768,13.12,82077546,9.757169,11.19047737,80.43,77.2
Ghana,GHA,2015,Africa,1711.27132561453,13.67,28696071,0.50766945,4.5429678,64.34,54.086
Greece,GRC,2015,Europe,18083.8779056547,11.48,10820901,6.924253,8.22004509,80.42,78.046
Grenada,GRD,2015,North America,8379.62184743156,0.8,114691,2.2682164,4.64675617,72.55,35.997
Guatemala,GTM,2015,North America,3994.62908519019,7.94,15971745,0.9987567,6.00602007,72.05,49.971
Guinea,GIN,2015,Africa,756.425589810936,7.06,11767077,0.20831138,5.80919266,59.2,35.141
Guinea-Bissau,GNB,2015,Africa,644.179063890749,6.17,1786461,0.15587465,8.13228226,57.58,42.123
Guyana,GUY,2015,South America,5668.42976474423,1.48,758785,2.6401892,4.02264786,66.95,26.441
Haiti,HTI,2015,North America,1405.71477634354,3.79,10523249,0.25283608,5.07518148,62.51,52.427
Honduras,HND,2015,North America,2257.22528369354,4.9,9237305,1.1202378,7.4837904,69.53,55.165
Hungary,HUN,2015,Europe,12717.038597002,20.29,9839210,4.732791,6.85,75.57,70.5
Iceland,ISL,2015,Europe,52951.6815110898,1.01,330962,10.69966,8.07,82.13,93.7
India,IND,2015,Asia,1590.17433134297,49.18,1328024492,1.6823632,3.6,69.38,32.777
Indonesia,IDN,2015,Asia,3322.58167895444,16.35,261799249,2.0593996,2.92428517,70.54,53.313
Iran,IRN,2015,Asia,4990.93679541655,12.31,82619365,7.769499,7.53311825,77.28,73.358
Iraq,IRQ,2015,Asia,4416.94292408042,12.69,37560535,3.780206,3.15587044,71.01,69.921
Ireland,IRL,2015,Europe,62179.2642662951,3.9,4702497,8.233071,7.33597517,81.14,62.538
Israel,ISR,2015,Asia,36206.5222171621,9.81,8052915,7.8156967,7.02,81.91,92.179
Italy,ITA,2015,Europe,30242.3861352184,15.72,60575314,5.963722,8.86,82.2,69.565
Jamaica,JAM,2015,North America,5077.55096915616,2.14,2802535,2.854169,5.62470436,72.29,54.833
Japan,JPN,2015,Asia,34960.6393843385,12.93,127275868,9.610615,10.75,84.0,91.381
Jordan,JOR,2015,Asia,4064.25301043642,8.9,9544730,2.6768591,7.4609561,78.51,90.256
Kazakhstan,KAZ,2015,Asia,10510.7703240885,11.0,18084173,15.409125,3.04,71.98,57.191
Kenya,KEN,2015,Africa,1496.65357260021,9.53,47088527,0.36099023,4.76439571,64.3,25.658
Kiribati,KIR,2015,Oceania,1641.48097739743,0.27,116826,0.47044322,8.11,61.69,51.619
Kuwait,KWT,2015,Asia,29315.1931019553,18.92,3834464,24.646885,4.21497965,81.45,100.0
Kyrgyzstan,KGZ,2015,Asia,1121.08269597662,12.87,6001876,1.7102621,7.15,71.54,35.777
Laos,LAO,2015,Asia,2125.4589005996,26.87,6801650,1.3569137,2.45366454,66.87,33.108
Latvia,LVA,2015,Europe,13786.4567953114,9.14,1977874,3.671837,5.65,74.81,67.98
Lebanon,LBN,2015,Asia,7802.75136769776,11.38,6472470,3.9760017,7.41596651,78.44,88.106
Lesotho,LSO,2015,Africa,1113.83683453612,17.95,2104613,1.0654539,9.2965641,48.84,26.908
Liberia,LBR,2015,Africa,699.662946853965,9.3,4659438,0.149814,10.46927643,60.38,49.82
Lithuania,LTU,2015,Europe,14263.9645773495,12.56,2905772,4.50427,6.49,74.37,67.23
Luxembourg,LUX,2015,Europe,105462.012584423,10.91,569541,16.408415,5.08,82.38,90.179
Macedonia,MKD,2015,Europe,5262.68671928674,11.48,1980366,3.4117703,6.34,75.34,57.408
Madagascar,MDG,2015,Africa,455.63803458407,4.74,25426704,0.12779745,5.0062542,63.36,35.193
Malawi,MWI,2015,Africa,544.276872741836,12.42,17085585,0.06338003,6.62879086,61.83,16.313
Malaysia,MYS,2015,Asia,9699.60046342736,17.85,31232796,7.5541778,3.82201481,74.28,74.213
Maldives,MDV,2015,Asia,9480.43151261807,1.73,428165,2.9865496,8.73,77.25,38.529
Mali,MLI,2015,Africa,723.504204947663,4.38,18593022,0.18281509,4.11143351,60.12,39.991
Malta,MLT,2015,Europe,24921.7141769982,7.13,444979,3.81896,8.9,81.68,94.414
Mauritania,MRT,2015,Africa,1562.72683648828,2.13,3965959,0.7570643,3.67363763,69.45,51.089
Mauritius,MUS,2015,Africa,9507.87133656424,0.37,1292282,3.2577534,5.55042362,74.13,41.0
Mexico,MEX,2015,North America,10098.173182095,12.02,121072310,3.9598958,5.72277355,75.94,79.285
Micronesia,FSM,2015,Oceania,2891.32210264749,0.33,108727,1.3142642,12.46286297,65.33,22.456
Moldova,MDA,2015,Europe,2749.55137054338,15.98,3287169,1.4546742,8.56,71.15,42.49
Mongolia,MNG,2015,Asia,3919.35121343969,6.46,2976528,7.821957,4.23154545,69.25,68.23
Montenegro,MNE,2015,Europe,6517.19267514764,10.09,628147,3.563981,9.02,76.86,65.806
Morocco,MAR,2015,Africa,3139.22827148438,9.14,34607590,1.6902413,5.10435581,73.26,60.809
Mozambique,MOZ,2015,Africa,603.838513777915,9.04,26547575,0.25352833,6.71663332,55.86,34.4
Myanmar,MMR,2015,Asia,1157.78396112581,22.91,51089060,0.42841157,5.48,67.43,29.858
Namibia,NAM,2015,Africa,4965.67276506551,11.39,2374305,1.6560265,9.98109627,61.86,46.9
Nepal,NPL,2015,Asia,882.30766159992,47.74,27823631,0.24815801,5.47,69.78,18.557
Netherlands,NLD,2015,Europe,45193.4032187971,13.36,17107427,9.571471,10.32,81.28,90.173
New Zealand,NZL,2015,Oceania,38639.3501941427,1.55,4614037,7.759409,9.28344345,81.31,86.341
Nicaragua,NIC,2015,North America,2025.32477597575,2.49,6149418,0.88316536,7.96303272,78.26,57.895
Niger,NER,2015,Africa,481.111301105002,5.69,19939497,0.110637695,5.34745932,59.63,16.247
Nigeria,NGA,2015,Africa,2679.5542234874,16.13,190671883,0.60748696,3.58194995,61.73,47.838
Norway,NOR,2015,Europe,74809.9658049898,3.22,5189776,8.766082,10.07,81.99,81.091
Oman,OMN,2015,Asia,18777.4330589162,10.2,4184897,16.151007,4.07826233,73.77,81.35
Pakistan,PAK,2015,Asia,1421.83527830089,33.98,217290885,0.69303304,2.45764351,65.7,36.026
Panama,PAN,2015,North America,13669.5594424097,1.8,3960036,2.7243288,7.18962574,78.14,66.696
Papua New Guinea,PNG,2015,Oceania,2502.07344498028,1.72,8743247,0.7232392,1.81881714,66.0,13.012
Paraguay,PRY,2015,South America,5861.40189546648,11.67,6159106,0.98245007,6.69165802,75.17,60.75
Peru,PER,2015,South America,6180.11926810233,14.55,30457600,1.6162759,4.96122217,80.34,77.357
Philippines,PHL,2015,Asia,2974.29691673713,8.14,105312986,1.0620904,3.9,69.52,46.284
Poland,POL,2015,Europe,12560.051419682,22.19,38266314,8.173148,6.4,77.28,60.278
Portugal,PRT,2015,Europe,19250.1065376852,6.55,10370266,5.0368085,9.32,80.89,63.514
Qatar,QAT,2015,Asia,66984.9102002396,19.43,2427337,37.569683,3.63581347,77.79,98.945
Republic of Congo,COG,2015,Africa,2455.34085824476,28.24,5097583,1.1057556,2.45668483,62.05,65.543
Romania,ROU,2015,Europe,8976.9544892648,16.07,19871018,3.9156427,4.94,74.91,53.887
Russia,RUS,2015,Europe,9277.7138671875,13.2,145307611,11.277285,5.3,71.3,74.05
Rwanda,RWA,2015,Africa,733.813379277367,21.44,11640027,0.08334886,6.65446424,66.96,17.004
Saint Lucia,LCA,2015,North America,10292.7335300088,1.03,174919,2.7440357,4.51419878,76.39,18.515
Saint Vincent and the Grenadines,VCT,2015,North America,7386.74663845115,0.79,106975,2.1920636,4.11412001,72.79,50.964
Samoa,WSM,2015,Oceania,4048.46711296568,0.31,201794,1.1257421,6.21226454,70.02,18.914
Sao Tome and Principe,STP,2015,Africa,1292.73305546523,9.55,200306,0.6768045,5.34009647,70.56,70.174
Saudi Arabia,SAU,2015,Asia,20442.3625620084,13.85,29974944,20.850725,5.86202002,76.89,83.18
Senegal,SEN,2015,Africa,1238.12639978389,4.11,14593336,0.6746515,4.37789631,67.36,45.862
Serbia,SRB,2015,Europe,5588.9794435877,15.27,7177257,6.0994563,8.81319809,75.28,55.696
Seychelles,SYC,2015,Africa,15333.1051727105,0.48,107247,4.6463213,4.37339973,73.16,55.4
Sierra Leone,SLE,2015,Africa,581.293411814954,7.73,7037659,0.1541058,19.65816307,56.89,40.829
Singapore,SGP,2015,Asia,55645.6068614606,27.51,5525343,8.940621,4.18069839,82.85,100.0
Slovakia,SVK,2015,Europe,16390.8821748507,20.84,5420279,6.3701873,6.76,76.6,53.889
Slovenia,SVN,2015,Europe,20890.1664304173,14.83,2059947,6.624193,8.5,80.46,53.781
Solomon Islands,SLB,2015,Oceania,2134.80541826155,0.77,639423,0.4584133,4.44578695,65.15,22.36
South Africa,ZAF,2015,Africa,6204.92990145846,23.21,56723537,7.868855,8.05304241,63.26,64.828
South Korea,KOR,2015,Asia,28737.4391706499,28.32,50983908,12.438773,6.58926058,82.4,81.634
Spain,ESP,2015,Europe,25754.36102944,8.0,46683683,5.7994614,9.12207508,82.33,79.602
Sri Lanka,LKA,2015,Asia,3990.35311739446,6.28,21729974,0.90600145,3.68,76.45,18.256
Sudan,SDN,2015,Africa,1355.12609863281,5.82,40024436,0.35594508,5.81112576,68.33,33.894
Suriname,SUR,2015,South America,8907.83725830091,1.02,581633,4.665062,5.80808163,72.98,66.056
Swaziland,SWZ,2015,Africa,3583.31129031343,19.61,1142823,0.7598447,7.05855274,52.11,23.3
Sweden,SWE,2015,Europe,51545.4836095322,5.89,9799482,4.430657,10.8,81.74,86.553
Switzerland,CHE,2015,Europe,83806.4476003837,10.96,8283940,4.6739798,10.77887917,82.59,73.718
Tajikistan,TJK,2015,Asia,970.362547188452,29.77,8643839,0.6134175,6.91,72.37,26.742
Tanzania,TZA,2015,Africa,929.7998046875,9.64,52020959,0.24817964,3.64969945,65.16,31.617
Thailand,THA,2015,Asia,5708.79409105798,27.51,70540790,3.9282055,3.8522861,76.97,47.694
